username,url
NASallyT,https://twitter.com/NASallyT/status/1161234599726465024
Marie_Estar,https://twitter.com/Marie_Estar/status/1161290662404399104
Diagana98,https://twitter.com/Diagana98/status/1161067032944754690
tete_traore,https://twitter.com/tete_traore/status/1161373130713161729
habibndoye,https://twitter.com/habibndoye/status/1161069023435640832
Mignelebae,https://twitter.com/Mignelebae/status/1161082241658826752
aissatou2322,https://twitter.com/aissatou2322/status/1161228466978775040
LambertIssa,https://twitter.com/LambertIssa/status/1161282750680354818
Ibra_DC,https://twitter.com/Ibra_DC/status/1161357785612922880
louAtHeEbEsT,https://twitter.com/louAtHeEbEsT/status/1161403962068787206
claudina_vimont,https://twitter.com/claudina_vimont/status/1161130389664149505
jatuh_n,https://twitter.com/jatuh_n/status/1161401253739597827
DiakhateAita,https://twitter.com/DiakhateAita/status/1161376177396822017
OumarDi94833020,https://twitter.com/OumarDi94833020/status/1161327868716179456
bambadiaadieuf,https://twitter.com/bambadiaadieuf/status/1161087534891511808
FaBiiRa2,https://twitter.com/FaBiiRa2/status/1161409120282578944
RokhayaGueye11,https://twitter.com/RokhayaGueye11/status/1161402642653962244
NitaStyles01,https://twitter.com/NitaStyles01/status/1161393866467098624
PapeMoussaLo3,https://twitter.com/PapeMoussaLo3/status/1161380297860141058
SiniOgo,https://twitter.com/SiniOgo/status/1161379548681965568
sakawa__,https://twitter.com/sakawa__/status/1161377678102093824
Astou_D7,https://twitter.com/Astou_D7/status/1161372109882449922
badboiigalsen,https://twitter.com/badboiigalsen/status/1161366658180681734
eva_choupi,https://twitter.com/eva_choupi/status/1161366292718325760
nG0ne_di0p,https://twitter.com/nG0ne_di0p/status/1161352118726529024
Selena__S,https://twitter.com/Selena__S/status/1161338575293693952
Sokhnahh,https://twitter.com/Sokhnahh/status/1161327075913097216
BambaibnBamba,https://twitter.com/BambaibnBamba/status/1161308326744985600
sayedia1,https://twitter.com/sayedia1/status/1161262025521205249
b_chakur,https://twitter.com/b_chakur/status/1161243420305821696
OumyDg,https://twitter.com/OumyDg/status/1161236900000260096
MaayaaSamb,https://twitter.com/MaayaaSamb/status/1161089886318936064
AbyLaStar,https://twitter.com/AbyLaStar/status/1161088025973145600
mouridoulahiii,https://twitter.com/mouridoulahiii/status/1161081901035196416
ThianeMamico,https://twitter.com/ThianeMamico/status/1161079454468325377
amira_deuzou,https://twitter.com/amira_deuzou/status/1161389596476870657
FatimNiang4,https://twitter.com/FatimNiang4/status/1161383433513439232
DienaSow,https://twitter.com/DienaSow/status/1161379354162716672
Fatiim_T,https://twitter.com/Fatiim_T/status/1161370015519690752
SelemYakham,https://twitter.com/SelemYakham/status/1161351401471131648
mariam0417,https://twitter.com/mariam0417/status/1161349172160847873
picopa99999,https://twitter.com/picopa99999/status/1161333605592915974
Mandiayediouf7,https://twitter.com/Mandiayediouf7/status/1161320646435135488
_Maatys,https://twitter.com/_Maatys/status/1161285752157855748
Lady_Annaa,https://twitter.com/Lady_Annaa/status/1161279291902103555
LatyrDiouff,https://twitter.com/LatyrDiouff/status/1161259837013012480
biinetteS,https://twitter.com/biinetteS/status/1161102547517657088
Maaguiie_,https://twitter.com/Maaguiie_/status/1161098262335623170
siri_2018,https://twitter.com/siri_2018/status/1161093276285513729
NdAstoo,https://twitter.com/NdAstoo/status/1161088145024307200
bambadiaadieuf,https://twitter.com/bambadiaadieuf/status/1161087534891511808
Diorkebee,https://twitter.com/Diorkebee/status/1161082499822477312
NdoffeneDiouf,https://twitter.com/NdoffeneDiouf/status/1161066623639404544
mouhxmed,https://twitter.com/mouhxmed/status/1161369582235455491
momothiam09,https://twitter.com/momothiam09/status/1161368963827281920
yaggbaax,https://twitter.com/yaggbaax/status/1161368949025583104
sylla_momar,https://twitter.com/sylla_momar/status/1161341448480075778
SoubsGrafic,https://twitter.com/SoubsGrafic/status/1161324739442425856
ndiouga_dia,https://twitter.com/ndiouga_dia/status/1161305204974899200
_Maatys,https://twitter.com/_Maatys/status/1161285752157855748
JeynaSow,https://twitter.com/JeynaSow/status/1161240371827007488
SoniaSeck,https://twitter.com/SoniaSeck/status/1161239604537831424
missndioo,https://twitter.com/missndioo/status/1161217466372173825
marokasse,https://twitter.com/marokasse/status/1161186060682113024
biinetteS,https://twitter.com/biinetteS/status/1161102547517657088
modou_mai,https://twitter.com/modou_mai/status/1161078226342596613
sene_moise,https://twitter.com/sene_moise/status/1161075195618238464
SodaMarime1,https://twitter.com/SodaMarime1/status/1161066242909884418
Zaraaaa_Df,https://twitter.com/Zaraaaa_Df/status/1161066091713585152
beyonceisBee,https://twitter.com/beyonceisBee/status/1161340578090639360
Sambaacisse,https://twitter.com/Sambaacisse/status/1161324546634502144
AbsaAw,https://twitter.com/AbsaAw/status/1161316435723001857
Awaa_Ndiaye,https://twitter.com/Awaa_Ndiaye/status/1161273380244533253
DiorBirima,https://twitter.com/DiorBirima/status/1161272511801303042
fatookinei,https://twitter.com/fatookinei/status/1161247480752803841
Mcousseyni,https://twitter.com/Mcousseyni/status/1161231461430779905
laplusdoucee,https://twitter.com/laplusdoucee/status/1161212425494044673
Sir_Diagne,https://twitter.com/Sir_Diagne/status/1161212423518457856
diopsarr88,https://twitter.com/diopsarr88/status/1161193595640188928
MaguetteSakho,https://twitter.com/MaguetteSakho/status/1161185705164496897
OgLaye,https://twitter.com/OgLaye/status/1161172323896107008
DIAGNEAstou3,https://twitter.com/DIAGNEAstou3/status/1161090101587402754
elmarabdou,https://twitter.com/elmarabdou/status/1161084449435672576
absatou,https://twitter.com/absatou/status/1161075085198970880
Aly_Bichri,https://twitter.com/Aly_Bichri/status/1161260562363355136
drame_macire,https://twitter.com/drame_macire/status/1161256398702993410
GoodBoyBacaar,https://twitter.com/GoodBoyBacaar/status/1161252996434538503
Nabila_sanii,https://twitter.com/Nabila_sanii/status/1161252353187688448
mamadoulayeka,https://twitter.com/mamadoulayeka/status/1161239303890059267
DiattaEmmy,https://twitter.com/DiattaEmmy/status/1161196234218098688
son_excellence1,https://twitter.com/son_excellence1/status/1161092897787338752
MotsMauxDoux,https://twitter.com/MotsMauxDoux/status/1161071738408624128
naas_nour,https://twitter.com/naas_nour/status/1161071354831089664
BintooDiouf,https://twitter.com/BintooDiouf/status/1161071010948485120
assaneamadou,https://twitter.com/assaneamadou/status/1161069516505387009
TishadBenzo,https://twitter.com/TishadBenzo/status/1161068980334977029
aminata_aida,https://twitter.com/aminata_aida/status/1161067719825010689
bousso_maty,https://twitter.com/bousso_maty/status/1161223090938007554
_S_Thiam_Zeuz,https://twitter.com/_S_Thiam_Zeuz/status/1161197160219729920
HadjMadior,https://twitter.com/HadjMadior/status/1161101336521453568
adjaadam,https://twitter.com/adjaadam/status/1161096353730244608
at_tidjany,https://twitter.com/at_tidjany/status/1161090651838173185
MalikNgom,https://twitter.com/MalikNgom/status/1161073330876760070
lahi_limamou,https://twitter.com/lahi_limamou/status/1161072138545180675
Claude_Malot,https://twitter.com/Claude_Malot/status/1161070527332700161
gueyealioune533,https://twitter.com/gueyealioune533/status/1161066276250378240
esixko14,https://twitter.com/esixko14/status/1161066113809166336
safietouu,https://twitter.com/safietouu/status/1161078099246813185
RabiaFaye,https://twitter.com/RabiaFaye/status/1161077965863759873
fashaa_b,https://twitter.com/fashaa_b/status/1161076596079550465
Fatouu_S,https://twitter.com/Fatouu_S/status/1161071916033171463
bakhawba89,https://twitter.com/bakhawba89/status/1161070580122181632
aaraame,https://twitter.com/aaraame/status/1161070150206009345
s0phieng,https://twitter.com/s0phieng/status/1161069589276610560
ogougbemy,https://twitter.com/ogougbemy/status/1161069131032121344
MerryChristXIX,https://twitter.com/MerryChristXIX/status/1161068823480606724
Sonia_Seck,https://twitter.com/Sonia_Seck/status/1161068688000344065
Tiffany_CNDL,https://twitter.com/Tiffany_CNDL/status/1161067287140622337
aiisaatou,https://twitter.com/aiisaatou/status/1161067277871177728
Nobsidienne,https://twitter.com/Nobsidienne/status/1161066799947014145
WinwinCComo,https://twitter.com/WinwinCComo/status/1161066760021450752
_roid_,https://twitter.com/_roid_/status/1161066325273448448
OmgItsFsk,https://twitter.com/OmgItsFsk/status/1161066294898286592
ramatoulayetall,https://twitter.com/ramatoulayetall/status/1161065540015853569
fayeouzin,https://twitter.com/fayeouzin/status/1161065490174922752
diengcheikhouna,https://twitter.com/diengcheikhouna/status/1161065301234130944
thier_du92i,https://twitter.com/thier_du92i/status/1161069283998408705
thekittyhunter,https://twitter.com/thekittyhunter/status/1161069021804060672
ThioroAhlem,https://twitter.com/ThioroAhlem/status/1161068484811481088
SodaDia4,https://twitter.com/SodaDia4/status/1161068167868878849
AisseW,https://twitter.com/AisseW/status/1161067794655522817
mbinetad,https://twitter.com/mbinetad/status/1161067734358253568
elh_bal,https://twitter.com/elh_bal/status/1161067439939117056
OthmaneJ8,https://twitter.com/OthmaneJ8/status/1161066890795659264
naardieng,https://twitter.com/naardieng/status/1161066824387256321
BlueGenius99,https://twitter.com/BlueGenius99/status/1161066463312187392
cheikhtidianek9,https://twitter.com/cheikhtidianek9/status/1161066313579716608
__LoloMarie,https://twitter.com/__LoloMarie/status/1161065296771407873
A_Ado_,https://twitter.com/A_Ado_/status/1161064933800521729
Riaaam_,https://twitter.com/Riaaam_/status/1161064856293912576
Khadija_jah,https://twitter.com/Khadija_jah/status/1161065216232366080
mourtalla221,https://twitter.com/mourtalla221/status/1161772337332707330
memedou9,https://twitter.com/memedou9/status/1161788512712220673
seuksybabs,https://twitter.com/seuksybabs/status/1161786610867998725
KhadySeynabou,https://twitter.com/KhadySeynabou/status/1161781442642419712
Kingmoussand99,https://twitter.com/Kingmoussand99/status/1161778019717046272
DjilyKn,https://twitter.com/DjilyKn/status/1161769795878043650
awa_yacine,https://twitter.com/awa_yacine/status/1161762538394181633
MoctarSy5,https://twitter.com/MoctarSy5/status/1161748522724708359
BaldehF,https://twitter.com/BaldehF/status/1161736949067112449
black_over9,https://twitter.com/black_over9/status/1161730310901555200
Absandiaye19,https://twitter.com/Absandiaye19/status/1161788599186186240
PNiangIbrahima,https://twitter.com/PNiangIbrahima/status/1161575429964271617
nobody__b,https://twitter.com/nobody__b/status/1161732363577176064
s_ydii,https://twitter.com/s_ydii/status/1161771941331689472
RacinesEspoir,https://twitter.com/RacinesEspoir/status/1161712405686231040
CheikhouNasty,https://twitter.com/CheikhouNasty/status/1161626665405034496
CodouDiop14,https://twitter.com/CodouDiop14/status/1161638508072722434
PapaBouna0,https://twitter.com/PapaBouna0/status/1161439873997398016
afia_ndiogou,https://twitter.com/afia_ndiogou/status/1161653882797383680
Loord88Malm,https://twitter.com/Loord88Malm/status/1161448272910856198
masseseye1,https://twitter.com/masseseye1/status/1161448800554274821
OusmaneThoOG,https://twitter.com/OusmaneThoOG/status/1161762402884562951
IamOumar,https://twitter.com/IamOumar/status/1161624723010260992
ndione_adama,https://twitter.com/ndione_adama/status/1161498472337612800
fatimeu_,https://twitter.com/fatimeu_/status/1161643404536811521
ndione_adama,https://twitter.com/ndione_adama/status/1161503114949791755
maguetty_diop,https://twitter.com/maguetty_diop/status/1161427592844587013
XabierAlex,https://twitter.com/XabierAlex/status/1161438199190884352
limametti,https://twitter.com/limametti/status/1161566687302422528
_fatoucisse,https://twitter.com/_fatoucisse/status/1161680071511486467
anta_lahii,https://twitter.com/anta_lahii/status/1161674982642061313
omario_gb,https://twitter.com/omario_gb/status/1161434525374853127
AdgCouture,https://twitter.com/AdgCouture/status/1161671146842066945
fulani_Aangel,https://twitter.com/fulani_Aangel/status/1161431744945545219
seydina_aliou45,https://twitter.com/seydina_aliou45/status/1161649854185115648
sadagaye1,https://twitter.com/sadagaye1/status/1161434884319133697
ndione_adama,https://twitter.com/ndione_adama/status/1161481473200992257
Maayelaye,https://twitter.com/Maayelaye/status/1161431447376408579
Abdoulayefaye96,https://twitter.com/Abdoulayefaye96/status/1161476661252120581
ndione_adama,https://twitter.com/ndione_adama/status/1161483597670490112
ndione_adama,https://twitter.com/ndione_adama/status/1161476094073155585
afrofeewi,https://twitter.com/afrofeewi/status/1161441653749665792
MameAwaLaye1,https://twitter.com/MameAwaLaye1/status/1161703036970033152
kande_seynabou,https://twitter.com/kande_seynabou/status/1161688794623614976
Haddie_dijjaa,https://twitter.com/Haddie_dijjaa/status/1161672357305622528
aminaa_ly,https://twitter.com/aminaa_ly/status/1161639337303379969
bacro_17,https://twitter.com/bacro_17/status/1161764241248006151
MiimiAadji__,https://twitter.com/MiimiAadji__/status/1161727246513688576
bamba_yrn,https://twitter.com/bamba_yrn/status/1161638526724784128
conchouu,https://twitter.com/conchouu/status/1161598876215894017
ouhmoujahllow,https://twitter.com/ouhmoujahllow/status/1161568541725929473
fallou42,https://twitter.com/fallou42/status/1161526515491909632
ndione_adama,https://twitter.com/ndione_adama/status/1161477598536511488
ndione_adama,https://twitter.com/ndione_adama/status/1161476773995077633
Mouha_Moustapha,https://twitter.com/Mouha_Moustapha/status/1161471477159464960
SyCoumba2,https://twitter.com/SyCoumba2/status/1161465270340399106
Pvpi_Svkho,https://twitter.com/Pvpi_Svkho/status/1161459386168041475
Pvpi_Svkho,https://twitter.com/Pvpi_Svkho/status/1161458004551753729
ThiawYasin,https://twitter.com/ThiawYasin/status/1161450159076782080
FifyNjaay,https://twitter.com/FifyNjaay/status/1161445550669094912
Baamba_D,https://twitter.com/Baamba_D/status/1161440449418207237
LoAndrsMessi1,https://twitter.com/LoAndrsMessi1/status/1161429659088801793
KamissaFall,https://twitter.com/KamissaFall/status/1161429292091432961
KaderAnta,https://twitter.com/KaderAnta/status/1161717979920392194
libid0r,https://twitter.com/libid0r/status/1161696641159749633
CoumbaLeonie,https://twitter.com/CoumbaLeonie/status/1161688423733874688
Adjifa11,https://twitter.com/Adjifa11/status/1161599612907663360
LoFatima1,https://twitter.com/LoFatima1/status/1161595461637156865
cheikhsalam97,https://twitter.com/cheikhsalam97/status/1161477700244185088
DBintoo,https://twitter.com/DBintoo/status/1161447747393708034
s_ydii,https://twitter.com/s_ydii/status/1161447080843456514
Kya_niang11,https://twitter.com/Kya_niang11/status/1161440940327931904
FatimabintZahra,https://twitter.com/FatimabintZahra/status/1161438896347131905
MoustaphaNgomSn,https://twitter.com/MoustaphaNgomSn/status/1161437455712739330
mohamedDiakhat9,https://twitter.com/mohamedDiakhat9/status/1161431097793814531
fatimasamb2,https://twitter.com/fatimasamb2/status/1161430752711598083
BadaraMb6,https://twitter.com/BadaraMb6/status/1161691496174759936
HadjiWack,https://twitter.com/HadjiWack/status/1161663315124400128
Lord_Alioune,https://twitter.com/Lord_Alioune/status/1161654802876719107
farbaSeckAdo,https://twitter.com/farbaSeckAdo/status/1161649629957644288
Abdallaah_N,https://twitter.com/Abdallaah_N/status/1161626293156417536
BarroSadikh,https://twitter.com/BarroSadikh/status/1161625687503101952
realmc_officiel,https://twitter.com/realmc_officiel/status/1161618061650202624
NdobouN,https://twitter.com/NdobouN/status/1161601802518896640
Nab30Zey,https://twitter.com/Nab30Zey/status/1161600935614910465
pac941,https://twitter.com/pac941/status/1161580725335986177
LckSlays,https://twitter.com/LckSlays/status/1161579037451608064
dabshoulo,https://twitter.com/dabshoulo/status/1161569819969380352
DineAmina1,https://twitter.com/DineAmina1/status/1161549664371597312
Oumymakadji,https://twitter.com/Oumymakadji/status/1161489953303465984
BambisteKhadim,https://twitter.com/BambisteKhadim/status/1161451440549900289
Solalma4,https://twitter.com/Solalma4/status/1161451032003665920
jpdioma,https://twitter.com/jpdioma/status/1161446072222396416
IbrooGueye,https://twitter.com/IbrooGueye/status/1161443605808144384
bordiasse,https://twitter.com/bordiasse/status/1161641872978251776
amiinange,https://twitter.com/amiinange/status/1161641847313317889
AlMans0ura,https://twitter.com/AlMans0ura/status/1161614355550613509
ASSANEDIOPSARR5,https://twitter.com/ASSANEDIOPSARR5/status/1161610530320240640
AB_Barry01,https://twitter.com/AB_Barry01/status/1161593221501390848
im_marieme,https://twitter.com/im_marieme/status/1161588769499353090
cisse_mb,https://twitter.com/cisse_mb/status/1161576025651843072
mbenguerokhaya2,https://twitter.com/mbenguerokhaya2/status/1161557465177239552
ndione_adama,https://twitter.com/ndione_adama/status/1161498085824106498
Darknes05008544,https://twitter.com/Darknes05008544/status/1161494351878479873
ndione_adama,https://twitter.com/ndione_adama/status/1161492429779980288
ThiorSene,https://twitter.com/ThiorSene/status/1161466875018121216
khadygu,https://twitter.com/khadygu/status/1161457772023730176
KyaDiouf1,https://twitter.com/KyaDiouf1/status/1161447083553034245
AdamaDi48979139,https://twitter.com/AdamaDi48979139/status/1161444605499457537
YaSohna99,https://twitter.com/YaSohna99/status/1161444533718134787
massamba_gning,https://twitter.com/massamba_gning/status/1161432281636069376
yv000nne,https://twitter.com/yv000nne/status/1161430261990641671
SenMultiSen,https://twitter.com/SenMultiSen/status/1161428051760177154
NevermindTHIAM,https://twitter.com/NevermindTHIAM/status/1161607147437928448
massamba_gning,https://twitter.com/massamba_gning/status/1161597152839311362
AssyZahra,https://twitter.com/AssyZahra/status/1161596897238364162
LansEric12,https://twitter.com/LansEric12/status/1161595382553600000
FatouTop1,https://twitter.com/FatouTop1/status/1161592436088606721
ibra_597,https://twitter.com/ibra_597/status/1161586394235584512
LG_lamine,https://twitter.com/LG_lamine/status/1161580728032944129
moussa_gueye,https://twitter.com/moussa_gueye/status/1161568227354390528
ndione_adama,https://twitter.com/ndione_adama/status/1161502728566317064
ndione_adama,https://twitter.com/ndione_adama/status/1161502466598457347
ndione_adama,https://twitter.com/ndione_adama/status/1161500114235645958
Mohamedkbnzema9,https://twitter.com/Mohamedkbnzema9/status/1161495902328119297
Camaraldo_7,https://twitter.com/Camaraldo_7/status/1161489260148678657
MohamedBadiane4,https://twitter.com/MohamedBadiane4/status/1161481666612858883
ndione_adama,https://twitter.com/ndione_adama/status/1161480033757741056
ndione_adama,https://twitter.com/ndione_adama/status/1161478852557910017
AmarThiate,https://twitter.com/AmarThiate/status/1161465820440080387
ndoyeleboo,https://twitter.com/ndoyeleboo/status/1161464048787120130
Miimiita01,https://twitter.com/Miimiita01/status/1161452854672023553
elhaj05,https://twitter.com/elhaj05/status/1161447274779684865
MariaThian,https://twitter.com/MariaThian/status/1161444735799742464
dieng_rocky,https://twitter.com/dieng_rocky/status/1161436944796176385
Momongom5,https://twitter.com/Momongom5/status/1161996739068518400
mamadoulemind,https://twitter.com/mamadoulemind/status/1161974627616342016
maaamadiop,https://twitter.com/maaamadiop/status/1162034513763061762
Kendrix802,https://twitter.com/Kendrix802/status/1161830421329580032
pamor6c,https://twitter.com/pamor6c/status/1162112232936878080
falloufcb2,https://twitter.com/falloufcb2/status/1161968737915998208
EdnaLinguere,https://twitter.com/EdnaLinguere/status/1162103163475955714
ZoomLeGrand,https://twitter.com/ZoomLeGrand/status/1162136000233127938
LordAxim,https://twitter.com/LordAxim/status/1162110479050911765
AbdoulayeWilder,https://twitter.com/AbdoulayeWilder/status/1162099758082732037
NdeyearameTop,https://twitter.com/NdeyearameTop/status/1162097198038806528
FatimDoucoureBa,https://twitter.com/FatimDoucoureBa/status/1162088195749756928
FatimDoucoureBa,https://twitter.com/FatimDoucoureBa/status/1162088002534944775
fayematar,https://twitter.com/fayematar/status/1162063853573824512
elood_,https://twitter.com/elood_/status/1162038702723469314
Mad_Booboo,https://twitter.com/Mad_Booboo/status/1161986175193755648
Momar_01,https://twitter.com/Momar_01/status/1161975970934460416
issaibnibrahim7,https://twitter.com/issaibnibrahim7/status/1161975476988141569
kyra_lo,https://twitter.com/kyra_lo/status/1161942263708160000
DjibrilPouye,https://twitter.com/DjibrilPouye/status/1162122831951519749
Mathiaw_Diagne,https://twitter.com/Mathiaw_Diagne/status/1161998261483388928
Fifitangom,https://twitter.com/Fifitangom/status/1161844613147222016
Dieynasdiouf,https://twitter.com/Dieynasdiouf/status/1161827135562104832
Hussein63977438,https://twitter.com/Hussein63977438/status/1161816449918410752
mamadou21091761,https://twitter.com/mamadou21091761/status/1161805897590542336
fgwaggeh,https://twitter.com/fgwaggeh/status/1161801678200418304
a_melanin_girl,https://twitter.com/a_melanin_girl/status/1161797157722177541
MoMoBa12,https://twitter.com/MoMoBa12/status/1161796986334601216
snap221com,https://twitter.com/snap221com/status/1162110228827123714
Babacar44234805,https://twitter.com/Babacar44234805/status/1161931546389032960
Fifitangom,https://twitter.com/Fifitangom/status/1161842605921116161
Princess_Utamu,https://twitter.com/Princess_Utamu/status/1162367623302193152
Excllens,https://twitter.com/Excllens/status/1162484447356358656
Sir_Diagne,https://twitter.com/Sir_Diagne/status/1162337640613650433
taaradieng,https://twitter.com/taaradieng/status/1162507718198005760
____siia,https://twitter.com/____siia/status/1162462849215729664
snap221com,https://twitter.com/snap221com/status/1162420655100481536
mosseus,https://twitter.com/mosseus/status/1162356567372652544
freezoer,https://twitter.com/freezoer/status/1162503004995674112
Hakim0809,https://twitter.com/Hakim0809/status/1162417921911664642
PaNiawood,https://twitter.com/PaNiawood/status/1162401528856137729
koutailgueye,https://twitter.com/koutailgueye/status/1162356787686838272
Khadidii,https://twitter.com/Khadidii/status/1162352231540240386
di_ndeiah,https://twitter.com/di_ndeiah/status/1162188892797308929
MatarThiam16,https://twitter.com/MatarThiam16/status/1162153759323152384
abn___0,https://twitter.com/abn___0/status/1162406945678139392
its_md00,https://twitter.com/its_md00/status/1162376959759966208
lady_sokhna,https://twitter.com/lady_sokhna/status/1162336900037767169
cheikhfatma24,https://twitter.com/cheikhfatma24/status/1162718782902669314
Diamondboii_Sl,https://twitter.com/Diamondboii_Sl/status/1162532796142895104
